name,X,Y,Z,distance
slope,-0.11439603924764971,0.08903532250388263,0.232,0.274
slope,2.1156092325691143,-0.07517557561012692,11.485,11.678
slope,1.9339053050281663,-0.04337509154513737,9.965,10.151
slope,1.8882741573484658,-0.02032722615289323,9.411,9.599
slope,1.9413251809653516,-0.0835188112542701,10.929,11.100
slope,2.043293096543506,-0.07392537666005865,11.294,11.478
slope,2.1072218119646,-0.048354630403906786,11.109,11.307
slope,2.0199992468068726,-0.05769553666596893,10.588000000000001,10.779
slope,1.9517373357365058,-0.04402365036502955,10.114,10.301
slope,2.043293096543506,-0.08630812099055052,11.294,11.478
slope,2.1546913008534965,-0.04915988799907491,11.294,11.498
slope,1.9892354174686626,-0.0715362530120224,10.929,11.109
slope,2.1891133759674535,-0.052668199467753356,12.1,12.297
slope,1.8623908966643778,-0.06075574164677389,9.282,9.467
slope,2.174907374971446,-0.09414875603006749,12.32,12.511
slope,2.174907374971446,-0.08064110505152493,12.32,12.511
slope,2.150758662272817,-0.06477942386522843,11.888,12.081
slope,2.16259155962149,-0.09246752824381628,12.1,12.292
slope,1.8108584348098307,0.018851320659060748,8.47,8.661
slope,1.769411816235593,-0.05836007245449645,8.916,9.090
slope,1.8522183553700295,0.051188915837897656,9.282,9.465
slope,1.8621227671352272,0.06782739833537749,8.8,8.995
slope,1.7901730167558716,-0.053437823185117646,8.164,8.358
slope,1.6240600236058487,-0.060210880581242035,7.8790000000000004,8.045
slope,1.5895202895579406,0.05209010698200309,7.8790000000000004,8.038
slope,1.5360588253197307,-0.22514559410920426,7.614,7.771
slope,-0.7318913656040245,-0.15571951205638754,4.739,4.798
slope,-0.5719614426658488,-0.1323559647010516,4.316,4.356
slope,1.3087047680268848,0.2679581084633212,3.94,4.160
slope,1.6946263381469242,-0.26102148352910254,5.2940000000000005,5.565
slope,1.8204154141040432,-0.18721806406392957,6.105,6.373
slope,1.1749207455541708,0.21034862108129262,2.1310000000000002,2.443
slope,-0.3660888928428927,0.07589181258568974,2.305,2.335
slope,-0.40743527519141703,0.0874813648764328,2.657,2.689
slope,-0.4949110086266032,0.06487538705926504,2.111,2.169
slope,-0.5479071532276433,0.057040092420437366,2.165,2.234
slope,-0.7081877638224484,0.029051906561323733,1.653,1.799
slope,-0.7509318934813677,0.033182092914566974,1.8880000000000001,2.032
slope,-0.8412406583817653,0.038307757219083576,1.454,1.680
slope,-0.8944094867550721,0.035650805891652315,1.476,1.726
slope,-0.9247051232183153,0.01267909889337454,1.645,1.887
slope,0.8759292829246904,0.02668268240368622,2.023,2.205
slope,-0.8501373987478666,0.03591856785662854,1.817,2.006
slope,-0.33994832118536283,0.16670525805021708,0.561,0.677
slope,-0.6241200193850238,0.13408074642478765,0.994,1.181
slope,1.014128194808118,0.11336889645549006,2.403,2.611
slope,0.9925993209890376,0.11901682248969582,2.214,2.429
slope,1.0192394332054489,0.1420905292406411,2.313,2.532
slope,-6.6820655560301105,0.4021912274864543,18.314,19.499
slope,-0.9533546206491976,0.0818910744026412,1.964,2.185
slope,-0.7649849538635766,0.21119077424433774,1.2670000000000001,1.495
slope,-0.6853503587533785,0.1810813478254818,1.131,1.335
slope,-0.6049802157035415,0.18333251522674018,0.972,1.159
slope,-1.091642644644352,-0.0688958115289055,2.029,2.305
slope,-1.2986725177152563,-0.014446016140317817,2.207,2.561
slope,-1.0674257552583886,-0.17732515728632375,1.703,2.018
slope,-6.682636199358046,0.4159185386799619,11.485,13.294
slope,0.6099048490988273,0.24101035671285503,1.391,1.538
slope,-0.8172892646233014,0.19652077472347748,1.262,1.516
slope,-2.303443015688959,-0.16027685511402726,3.85,4.489
slope,-2.091774134906521,-0.13577400797995212,4.132,4.633
slope,-0.7351474215008543,0.19505936662007325,1.098,1.336
slope,1.5075526729827418,0.07189040474460781,2.519,2.937
slope,-0.601687047051493,0.016756976770019878,7.529,7.553
slope,5.13183492535127,-0.26982444580394027,10.267,11.481
slope,4.342918226303765,-0.27943414960188573,7.972,9.082
slope,-1.6914522687267322,-0.10038345869039059,5.095,5.369
slope,-4.977478121177803,-0.7012827332085607,12.549,13.518
slope,-4.936219161674644,-0.6049716467712137,12.549,13.499
slope,-5.503923027809616,-0.8232206504817362,14.731,15.747
slope,-5.370803437129277,-0.8056732141738641,14.417,15.406
slope,-5.386603644825961,-0.7424460050317705,14.417,15.408
