name,X,Y,Z,distance
slope,0.24791814275685406,-0.01224362610289138,0.43,0.497
slope,2.3081279237656176,0.20589102193817652,5.212,5.704
slope,2.355069662671822,0.20751065584060652,5.253,5.761
slope,1.42481254113381,0.12179420994405041,2.9210000000000003,3.252
slope,2.91416740727313,0.24311499273795445,6.516,7.142
slope,2.3074127539142126,0.21092989422521496,4.806,5.335
slope,1.5342314090229996,0.17495996472835454,4.429,4.690
slope,1.7652368655259292,0.19106124175625333,6.2170000000000005,6.466
slope,3.1090542006737936,0.33724543237946153,6.986,7.654
slope,0.8110609792781588,0.30241152497067614,1.942,2.126
slope,-0.6031671587729106,0.11036948775142125,2.6470000000000002,2.717
slope,-0.7845204648793603,0.10391317057482316,2.959,3.063
slope,-0.7808161723808896,0.07676721557166725,2.186,2.323
slope,-0.7515951586939792,0.0732203314121346,2.085,2.218
slope,-1.078837646278166,0.07340298042325975,3.039,3.226
slope,-0.8591723789497907,0.057383027063098155,2.091,2.261
slope,-0.993142542334504,0.08375561864972529,3.052,3.211
slope,-0.892229645641363,0.06760150502079575,1.925,2.123
slope,-0.9152071333944495,0.0806889995535167,1.7510000000000001,1.977
slope,-0.9519028259123855,0.0692571662845148,1.661,1.916
slope,-0.9369545668688002,0.054262900302527235,1.831,2.058
slope,-1.059540040475769,0.04539926160281081,2.755,2.952
slope,-0.8442548392156758,0.06487538705926504,2.111,2.274
slope,0.8540659900191876,0.1452637624194898,1.72,1.926
slope,-0.90263931447385,0.11016233562695839,2.282,2.457
slope,-0.8109369549926971,0.0870021879823184,1.8880000000000001,2.057
slope,-0.9410528358289824,0.12392070933026969,2.972,3.120
slope,-16.47334503074814,2.044471987790234,42.351,45.488
slope,-0.8502041661747388,6.587870483438627e-05,2.005,2.178
slope,-0.6159574839202298,0.1968612935247608,0.981,1.175
slope,-0.6240727592588071,0.1934381227143829,1.008,1.201
slope,-0.6829717288357581,0.18884210799274706,1.111,1.318
slope,-1.0328616965507968,0.04413038931844913,2.678,2.871
slope,-0.9954073202211283,0.0460738885697598,2.098,2.323
slope,-16.90109990839272,0.567118524452991,32.268,36.431
slope,-2.64356163089724,-0.1296555446908906,4.082,4.865
slope,0.8947709572475941,0.290270287888043,1.851,2.076
slope,1.6446184953060883,0.13939704377463621,3.025,3.446
slope,2.048482811376962,0.11595109515554912,3.6430000000000002,4.181
slope,3.3172738667068904,0.08677477386745013,6.579,7.369
slope,2.1267301434110486,-1.0954369978066643,3.422,4.175
slope,-2.199260268159496,0.04072137119893615,3.7030000000000003,4.307
slope,-2.679557015415375,-0.2318258230630575,10.588000000000001,10.924
slope,-2.424866474845457,-0.18945791660666267,7.2090000000000005,7.608
slope,-1.97730443952498,-0.06898761383584297,3.94,4.409
slope,-1.9411023769397149,-0.03445496969641812,3.152,3.702
slope,-2.664963945527949,-0.17115428962579451,8.687,9.088
slope,-2.969542092024012,-0.13717494121838547,12.549,12.896
slope,-2.0754095276254985,-0.044620934740094785,4.082,4.580
slope,-2.386459542124132,-0.0465885408775806,4.2620000000000005,4.885
slope,-2.094217661843711,-0.04595776322840619,4.673,5.121
