name,X,Y,Z,distance
slope,-9.762115178346566,-2.5126873473243925,65.535,66.306
slope,5.967037065329469,-1.578603679351646,65.535,65.825
slope,11.281910426206304,-1.937866628571933,65.535,66.527
slope,23.41547190592979,2.5819050221876507,35.664,42.742
slope,-27.077571095979618,-2.722659126260553,45.175000000000004,52.739
slope,0.6639559030173545,-0.1600340452886108,18.314,18.327
slope,-1.4371858473272179,0.25979679415353135,10.756,10.855
slope,-4.627030295287159,-3.71340397075695,39.86,40.299
slope,-1.916706301972249,-0.14382457877191399,10.114,10.295
slope,-1.2456149912188785,0.213752461881622,7.789000000000001,7.891
slope,-1.4121455910275031,0.21772717032909672,8.264,8.387
slope,0.5728311141003974,-1.1843880941667546,9.157,9.251
slope,0.7045875816112513,-0.807717770088938,11.888,11.936
slope,0.5651992045317343,-1.148796372497164,9.035,9.125
slope,0.6491796128145845,-0.8235619088713663,12.32,12.365
slope,-1.175839178818818,0.16940267112382631,6.7090000000000005,6.813
slope,0.5713157023709864,-0.34424520612645754,9.821,9.844
slope,0.578728425247756,-1.3479428850021762,12.549,12.634
slope,-1.1816538468870748,-0.13717494121838547,12.549,12.605
slope,1.820496687923525,-0.19775281996497732,11.294,11.441
slope,-0.7415473302614737,-0.1455332999452335,12.1,12.124
slope,-0.7290309213873069,-0.13813635949347164,11.485,11.509
slope,2.9119187538734095,-0.22027246737165346,18.314,18.545
slope,-0.7173384775665842,-0.15797382297579515,11.109,11.133
slope,-0.4029335996042726,0.2586416023263172,7.365,7.381
slope,-0.37472348748485335,0.19617576358548575,7.446,7.458
slope,1.8988071205513695,-0.6010835188773033,10.756,10.939
slope,1.876293239222097,0.3050671553847546,8.687,8.893
slope,0.8960667116397435,0.45178825241671133,6.643,6.718
slope,1.8573850202194895,0.045574789968151924,8.264,8.470
slope,0.12887588400692054,0.3409231206211578,5.095,5.108
slope,1.1252084562316864,0.40355358856938506,6.454,6.564
slope,2.008110471090194,0.1471929863844007,7.446,7.713
slope,2.4534116516836306,0.12737451410143094,8.916,9.248
slope,1.8744858987998745,0.09304343214497753,5.2940000000000005,5.617
slope,1.9616091180516513,0.047244992186542226,4.772,5.160
slope,1.5792623098078657,0.29538612025818944,4.488,4.767
slope,1.5920772821634706,0.2055925938913161,3.604,3.945
slope,1.9717332569883579,0.03901685795674465,3.548,4.059
slope,2.198154137695878,-0.009957338493766633,4.61,5.107
slope,2.857038099732536,0.15738526503387973,6.516,7.117
slope,2.7363681479576325,0.17800011456525963,5.792,6.408
slope,1.699978714467897,0.16683942447552935,4.344,4.668
slope,-0.9339595614221972,0.1416029250411284,2.689,2.850
slope,-0.9521809456185866,0.10137966819973543,2.2,2.399
slope,-0.9710141131401766,0.07629896801594921,1.7830000000000001,2.032
slope,-1.1276575067635206,0.07756845762771751,2.079,2.366
slope,-1.2777905440816981,0.026997290384387862,2.455,2.768
slope,0.45674584514657,0.24909403271587657,1.2550000000000001,1.359
slope,-1.645314385420161,0.00010915164960590086,3.322,3.707
slope,-1.559463767296769,0.012526328930244211,2.835,3.236
slope,-0.8280078247802547,0.020856816110980548,2.369,2.510
slope,-0.8091395979246386,0.02569966094839692,2.337,2.473
slope,-0.8459118499152324,0.025963585579445926,2.361,2.508
slope,-0.8029495644891514,0.03891162802587462,2.214,2.355
slope,-0.8399077283568184,0.0407593599549448,1.856,2.038
slope,-0.8433490686927517,-0.05454081273612355,2.491,2.630
slope,-0.8278876665294286,0.0071922554285998785,2.165,2.318
slope,-0.772367499515876,0.04603383201788503,1.613,1.789
slope,0.8913643519579175,0.16829374097597824,2.557,2.713
slope,0.8840358922612751,0.15858738578941084,2.259,2.431
slope,-1.3089387773722323,0.08682286758718603,2.637,2.945
slope,0.5638578580083795,0.06719964836763241,2.041,2.119
slope,0.5014435464024827,0.24762296278609863,1.164,1.291
slope,-1.301431019717138,0.030164385956975927,2.743,3.036
slope,-0.7936930280470793,0.025614319934729925,1.942,2.098
slope,-1.144356580088477,0.02465136560183433,2.8000000000000003,3.025
slope,-1.101057257728173,0.018585368851954383,2.111,2.381
slope,-1.168854486632996,0.023304344552876957,2.6470000000000002,2.894
slope,-1.1667105805908287,0.018937531217694873,2.1510000000000002,2.447
slope,-18.032744166047646,0.4256039524479223,32.268,36.967
slope,-35.47461062691287,-2.1534243981041055,65.535,74.551
slope,-2.659477755283807,0.04189355475389616,18.823,19.010
slope,-2.526632519280507,-0.02814622080526529,13.031,13.274
slope,-2.2711980738055684,0.00044528090170354255,13.552,13.741
slope,-1.8111459164524204,0.0006548441832166178,19.93,20.012
slope,-2.2449089061073866,-0.03658943906386264,16.94,17.088
slope,-0.039954944201165445,0.07437819270358488,0.28500000000000003,0.297
